filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
classical.00010.au,0.24501509964466095,0.0295126773416996,1497.196639303261,1570.533625176997,2868.1493233601004,0.08621640987809598,-315.01275634765625,128.72962951660156,-28.923030853271484,30.837602615356445,-8.995137214660645,7.980527877807617,-9.84743881225586,1.4504841566085815,-8.96462345123291,6.052196979522705,-3.320049524307251,7.604282855987549,3.7933433055877686,2.932729721069336,1.838371753692627,5.208351135253906,1.0746670961380005,0.14240437746047974,-4.536049842834473,-2.303605079650879,classical
classical.00011.au,0.24305638670921326,0.02150547318160534,949.4608319703761,1112.2454130054753,1695.881411903783,0.06072601223877709,-385.2468566894531,177.2567901611328,-9.321699142456055,24.377342224121094,5.833106994628906,-4.560811519622803,-6.349945068359375,-6.982059955596924,-4.130705833435059,3.85176420211792,-0.3556199073791504,-0.934136152267456,-3.658646821975708,-2.1045589447021484,3.6465394496917725,0.7222499847412109,-1.226298213005066,-0.7474153637886047,2.7958648204803467,1.5541765689849854,classical
classical.00012.au,0.2356579601764679,0.031418923288583755,1179.9086542698358,1332.076042671275,2153.69531023244,0.06593875471652477,-362.706787109375,143.95001220703125,-18.978734970092773,30.648401260375977,1.0513625144958496,0.2686990201473236,-7.971798419952393,-3.8689751625061035,-8.924186706542969,3.2462317943573,-4.449105739593506,3.6338744163513184,4.931776523590088,3.2798993587493896,6.371131420135498,6.072490692138672,3.8466637134552,-0.25212976336479187,1.1599385738372803,1.7927813529968262,classical
classical.00013.au,0.23211412131786346,0.03174157068133354,1388.0349951135438,1456.184586642247,2598.7509523751937,0.08088953354779412,-343.1103515625,140.10423278808594,-20.91519546508789,32.33651351928711,-3.688877820968628,2.9379279613494873,-10.672707557678223,0.31662797927856445,-5.786782741546631,7.689375400543213,-3.672480344772339,2.5620694160461426,-3.4983065128326416,-2.2455391883850098,-0.8378540873527527,0.8879838585853577,0.48203742504119873,0.9470720291137695,1.8641637563705444,-0.6378706693649292,classical
classical.00014.au,0.2340857982635498,0.03162187337875366,1279.6145776785584,1370.5741195078995,2389.5022176736647,0.0684731309258901,-324.59613037109375,147.81468200683594,-31.9228572845459,27.394760131835938,-4.490213394165039,-4.17385721206665,-12.577784538269043,-5.133749485015869,-7.733084201812744,0.8345267176628113,-8.187137603759766,-0.8302453756332397,1.0070840120315552,3.6663126945495605,6.204835414886475,4.7068071365356445,-0.04757510870695114,-2.340402603149414,2.2322046756744385,-0.5501909255981445,classical
classical.00015.au,0.21658368408679962,0.011433194391429424,1371.5609989669474,1562.1588995925958,2620.2841555001937,0.07575237640286378,-449.537109375,124.95545959472656,-19.87163543701172,27.514564514160156,-5.768759727478027,2.200038194656372,-6.57534646987915,10.608867645263672,3.365798234939575,14.398615837097168,1.9919376373291016,5.253877639770508,4.415058612823486,5.061343669891357,7.178779602050781,6.201671123504639,7.1623640060424805,3.8378610610961914,2.601999044418335,4.940062522888184,classical
classical.00016.au,0.21920908987522125,0.0080107431858778,1054.4895874737008,1455.6845870990219,1947.038226526219,0.04766448880127709,-482.6776428222656,154.86581420898438,-5.028833866119385,29.731904983520508,-1.8718465566635132,8.219090461730957,-4.765624523162842,9.654473304748535,-3.330428123474121,4.539549827575684,-10.095196723937988,-0.6557604670524597,-2.4498682022094727,-0.16845324635505676,1.8622219562530518,3.4797677993774414,3.3888261318206787,1.115775465965271,1.277016282081604,-0.6669142246246338,classical
classical.00017.au,0.2563949525356293,0.03737815096974373,1358.8979027398573,1417.8874326346383,2417.5937144748937,0.08111553369291796,-311.53936767578125,148.6832733154297,-33.481117248535156,10.326815605163574,-12.862014770507812,1.2177197933197021,-12.899292945861816,0.7980942726135254,-9.725868225097656,2.049694776535034,-5.108883857727051,6.745241165161133,4.605569839477539,3.764831781387329,1.2753286361694336,1.2436003684997559,-0.08959866315126419,1.5117629766464233,0.3874773383140564,-3.0039548873901367,classical
classical.00018.au,0.23907887935638428,0.018684960901737213,1157.8898583070984,1320.7693344880083,2181.97847254136,0.07066888484423374,-405.6737976074219,145.70730590820312,-0.8328109383583069,23.074003219604492,9.221290588378906,-2.649329900741577,-5.747466564178467,-2.0850400924682617,-0.6423527002334595,6.7624382972717285,2.8043298721313477,2.440666675567627,5.080261707305908,2.3873982429504395,1.8681992292404175,2.4992964267730713,1.5197643041610718,-2.2637460231781006,-1.4423907995224,2.613460063934326,classical
classical.00019.au,0.2840176522731781,0.00799312349408865,1184.632142061296,1525.0447373783763,2289.4528226586685,0.057591488486842105,-475.84906005859375,141.5205841064453,-8.481038093566895,33.996673583984375,0.5306311249732971,6.045520305633545,0.025262223556637764,9.534499168395996,2.161829710006714,7.085843086242676,-8.051203727722168,-0.10129275172948837,0.7938700914382935,3.873307943344116,5.313763618469238,4.670821189880371,6.868613243103027,5.3917670249938965,1.0472851991653442,-6.492127895355225,classical
classical.00020.au,0.2690645456314087,0.038438498973846436,1218.2905079495238,1353.6162242191785,2295.177788040586,0.0698128809500774,-300.93768310546875,161.1111602783203,-24.244140625,27.965085983276367,-2.844829559326172,2.3656625747680664,-11.248684883117676,0.21280767023563385,-6.822384834289551,6.087223052978516,-8.132076263427734,-1.8083248138427734,-4.104601860046387,-2.045668125152588,-1.5964372158050537,0.6466487050056458,1.454413652420044,-0.22109359502792358,-1.2920838594436646,-7.100526332855225,classical
classical.00021.au,0.26677584648132324,0.04546910151839256,1371.2835660918868,1440.7914450306416,2570.001126221459,0.07956679022349071,-278.2118835449219,147.8877410888672,-31.57806968688965,20.36562728881836,-9.584999084472656,-6.243183135986328,-13.607878684997559,-0.6643536686897278,-7.27358865737915,1.0241373777389526,-11.754583358764648,-0.9649531841278076,-2.2219443321228027,-0.5742042660713196,1.8751230239868164,5.149712085723877,2.6304473876953125,0.8219377994537354,-1.647067666053772,-0.10404481738805771,classical
classical.00022.au,0.2762923240661621,0.04790722578763962,1211.199951983002,1367.098872950176,2237.361470981279,0.06844629813273993,-278.74969482421875,160.0255126953125,-28.405506134033203,23.06528663635254,-2.695343017578125,3.0144858360290527,-11.2918701171875,-0.5081974267959595,-11.35939884185791,3.17976450920105,-5.102968692779541,4.338499069213867,-4.07725715637207,-0.160675048828125,-1.6705971956253052,1.6426011323928833,0.9996063709259033,-0.7614818215370178,-3.834271192550659,-3.5530591011047363,classical
classical.00023.au,0.26715585589408875,0.017132366076111794,983.6863867166007,1403.9756059575882,1852.513798102506,0.044227245791408666,-406.9177551269531,163.08250427246094,-2.361219644546509,32.384033203125,7.980316162109375,9.600346565246582,-5.420173645019531,9.466267585754395,-3.042097330093384,10.165266036987305,-10.3424072265625,-5.423224925994873,-8.041794776916504,-2.0908071994781494,0.39918196201324463,3.392423629760742,3.5023651123046875,7.387802600860596,6.448440074920654,0.18480122089385986,classical
classical.00024.au,0.25334954261779785,0.06669565290212631,1253.174115939843,1371.5282340741614,2292.91113508006,0.07164771490421827,-223.1329345703125,163.24034118652344,-34.40471267700195,24.170495986938477,-10.289188385009766,3.2278330326080322,-12.866945266723633,0.7957752346992493,-14.2743501663208,1.6620182991027832,-10.140788078308105,0.2466381937265396,-4.540335178375244,0.11014795303344727,-2.866472005844116,1.3488134145736694,-0.3367841839790344,-1.0594719648361206,-1.0947911739349365,-8.060089111328125,classical
classical.00025.au,0.2973424196243286,0.06412311643362045,1184.0803873157924,1304.6038035798845,2139.1787313455397,0.068293993687113,-221.2628936767578,173.3370819091797,-37.46217727661133,24.364593505859375,-8.688420295715332,3.388082981109619,-12.84121322631836,1.083141565322876,-15.328579902648926,0.42499035596847534,-9.622420310974121,2.298098087310791,-4.4826340675354,0.3641658127307892,-1.4875340461730957,1.8118335008621216,0.2285289466381073,-0.9667099714279175,-0.48761194944381714,-6.266113758087158,classical
classical.00026.au,0.24564559757709503,0.038903284817934036,1278.6010872598476,1311.8149730792557,2233.269829056211,0.08174818292859908,-319.33099365234375,143.6587677001953,-31.169574737548828,10.915033340454102,-5.5363450050354,-4.2598557472229,-8.93405818939209,-5.58997106552124,-8.016283988952637,2.33327054977417,-4.469379425048828,-0.32983267307281494,0.964388370513916,1.1423550844192505,-0.4777495563030243,-1.3173232078552246,0.15164534747600555,1.5049015283584595,3.7044200897216797,3.0609052181243896,classical
classical.00027.au,0.24070489406585693,0.02841944992542267,901.8344805273017,1171.9157959545241,1456.6661917388255,0.05344941224845201,-366.22021484375,181.60064697265625,-5.524954319000244,27.00151252746582,-4.817761421203613,4.613731384277344,-10.527353286743164,0.16398698091506958,-11.134352684020996,3.583681583404541,-10.331132888793945,-1.081936001777649,-4.599207401275635,-0.48440372943878174,0.8384127020835876,0.24792146682739258,2.1312026977539062,0.7044462561607361,1.0291937589645386,-3.061965227127075,classical
classical.00028.au,0.2629472017288208,0.06261681765317917,1313.6988926998818,1371.0499732024318,2397.0521720201236,0.08109777113970588,-228.91712951660156,153.98312377929688,-30.688817977905273,20.806398391723633,-6.085673809051514,1.1744199991226196,-10.787298202514648,-3.8875837326049805,-11.598485946655273,0.8836246728897095,-8.282285690307617,-0.7245336174964905,-3.10980486869812,-3.4379348754882812,-2.6290297508239746,0.7191959023475647,-1.973605990409851,-2.5135116577148438,1.5714751482009888,-1.4848672151565552,classical
classical.00029.au,0.24693535268306732,0.04160801321268082,1558.8139525993834,1578.5636815986038,2922.0656640020316,0.09221523981714397,-297.2197265625,130.28057861328125,-30.58888816833496,27.490373611450195,-7.0596184730529785,1.9903345108032227,-11.12716007232666,4.754547119140625,-8.772727012634277,5.419720649719238,-5.373446941375732,4.469510555267334,1.7315195798873901,1.8881361484527588,-1.310469388961792,1.090912938117981,-0.9895011782646179,-1.464829444885254,0.6359714269638062,1.1599150896072388,classical
classical.00030.au,0.2783489227294922,0.029736259952187538,1243.7180205218945,1358.6253807099458,2353.1274376269835,0.06372448239164087,-315.649658203125,149.6717071533203,-30.59815216064453,23.22397804260254,-8.700464248657227,-10.105478286743164,-15.73475170135498,-4.045699596405029,-7.658757209777832,0.046663928776979446,-11.141924858093262,-7.668728351593018,-5.8709540367126465,-4.857393741607666,-5.141024112701416,-5.416101932525635,-3.1731724739074707,1.4509260654449463,0.12802615761756897,-4.178903102874756,classical
classical.00031.au,0.30315935611724854,0.026815004646778107,822.2634339911336,1136.1422528831908,1433.449665459317,0.03945743336397059,-374.03240966796875,172.4689178466797,6.436844825744629,20.10563850402832,5.9068522453308105,1.5660879611968994,-6.698415279388428,-1.1985410451889038,-0.27977457642555237,0.32450804114341736,-6.541101932525635,-7.307399272918701,-7.326577186584473,-10.216876983642578,-6.144978046417236,-2.427232027053833,-2.6700470447540283,-2.2851614952087402,-1.1556761264801025,-3.814173460006714,classical
classical.00032.au,0.2831338942050934,0.008045235648751259,792.8999210790028,1205.2704701829189,1207.567698003338,0.03658178937693499,-498.5840759277344,177.51991271972656,11.205842018127441,27.645544052124023,-2.8339855670928955,5.101151466369629,-6.605432987213135,-1.0603569746017456,-4.152251720428467,-3.0534474849700928,-9.906494140625,-8.566302299499512,-9.185144424438477,-11.930791854858398,-9.190084457397461,-10.897355079650879,-8.853784561157227,-3.9325971603393555,-2.391122817993164,-2.302706003189087,classical
classical.00033.au,0.30392804741859436,0.012362544424831867,1128.2640221625,1375.873089355059,2165.7702372170083,0.05439309512867647,-429.0843200683594,120.75418090820312,-1.6857222318649292,17.954273223876953,7.7369608879089355,-2.0454318523406982,-3.9426774978637695,-2.5363290309906006,-0.5830620527267456,-0.7971209287643433,-9.05137825012207,-3.6858561038970947,-0.9777257442474365,-4.998318195343018,-3.8106701374053955,-2.414421319961548,-1.8966306447982788,-0.3072185814380646,3.4196364879608154,3.145613431930542,classical
classical.00034.au,0.27404576539993286,0.03892643377184868,1369.6275534158526,1465.9043702965823,2655.1172782023996,0.07356796028444272,-309.22637939453125,138.64907836914062,-29.71116065979004,33.62006759643555,-0.36660170555114746,5.23973274230957,-6.3274455070495605,3.2676801681518555,-6.717176914215088,-0.696608304977417,-13.243365287780762,-8.522911071777344,-9.665678024291992,-4.299150466918945,0.2541823387145996,1.0258876085281372,1.9058712720870972,3.7182648181915283,2.555919647216797,-4.92879581451416,classical
classical.00035.au,0.31926286220550537,0.04059780016541481,1016.2794101985561,1151.8816482152497,1823.6806391193402,0.06115495900251548,-319.7755432128906,166.00961303710938,-11.933087348937988,27.254135131835938,7.828892230987549,1.7306112051010132,-7.856899738311768,-2.40476131439209,-2.9073071479797363,-2.5217151641845703,-11.36748218536377,-4.608424663543701,-4.49261999130249,-7.452208995819092,-5.582484722137451,-1.869690179824829,-1.2800489664077759,-1.426751732826233,-0.4870246350765228,-4.096601486206055,classical
classical.00036.au,0.23928241431713104,0.016010107472538948,1281.7708462575204,1502.8957260222567,2440.360243475474,0.059410449521091334,-419.2289123535156,127.44834899902344,-3.7927348613739014,23.19407081604004,-4.338062763214111,4.040501117706299,-8.20241641998291,-7.616567611694336,-7.080099105834961,-2.9244470596313477,-7.414775848388672,-5.439006328582764,-9.099889755249023,-10.616877555847168,-5.737674236297607,-0.39248600602149963,7.027566909790039,5.5939741134643555,-3.4691202640533447,-5.16621208190918,classical
classical.00037.au,0.28417307138442993,0.0415513776242733,1534.0649775815205,1464.7107229101764,2838.2245043113876,0.09395219076528638,-275.34625244140625,125.311279296875,-41.043670654296875,24.590539932250977,-4.7679619789123535,-4.266323089599609,-14.999459266662598,-5.051128387451172,-4.991537570953369,2.468479871749878,-10.886419296264648,-8.020301818847656,-5.155059337615967,-4.618427276611328,0.7149348258972168,6.517703533172607,5.906553268432617,2.6838138103485107,-2.0320348739624023,-8.060384750366211,classical
classical.00038.au,0.29441016912460327,0.044319286942481995,1279.0416614368512,1339.0723988523516,2376.66062865833,0.07583589819562693,-276.0433349609375,146.37161254882812,-36.57127380371094,24.187744140625,-2.5392818450927734,-2.1773953437805176,-13.29306697845459,-6.525786876678467,-9.394073486328125,-3.1207737922668457,-11.531569480895996,-4.190681457519531,-1.6772903203964233,-1.5206867456436157,-3.197953462600708,-1.7684530019760132,-2.2389001846313477,-3.5243189334869385,-2.994683027267456,-3.3035483360290527,classical
classical.00039.au,0.2708148658275604,0.012819476425647736,1633.5347587817203,1735.0812407599333,3161.25588431816,0.10895928066950464,-409.5301513671875,116.79895782470703,-16.16543960571289,11.70334243774414,0.7295389771461487,5.984518051147461,-4.261597633361816,0.4991357624530792,0.435511976480484,12.600680351257324,-1.1079769134521484,-1.1471632719039917,4.973182201385498,1.7579823732376099,-3.9100983142852783,3.505998134613037,2.7993552684783936,3.1019957065582275,0.6512568593025208,-0.24516522884368896,classical
classical.00040.au,0.25058645009994507,0.019744932651519775,1396.6912386576882,1525.3480955162795,2652.725625997726,0.0726431737374226,-358.6339111328125,129.09255981445312,-30.40317726135254,19.887115478515625,-10.385148048400879,-0.6507228016853333,-10.607766151428223,1.5449033975601196,-3.974987268447876,1.864258050918579,-8.841996192932129,-7.1680827140808105,-8.213491439819336,-5.940116882324219,-0.11321672052145004,4.280345916748047,8.96901798248291,12.801987648010254,14.686910629272461,11.511354446411133,classical
classical.00041.au,0.2682129740715027,0.021300973370671272,1329.251894109989,1415.5428911584668,2462.126778522881,0.07881698372194272,-368.4408874511719,124.2762680053711,-31.57868766784668,17.614763259887695,2.323812961578369,-5.951695919036865,-11.808547973632812,-5.5487542152404785,-5.4064860343933105,-1.3045250177383423,-8.43232250213623,-3.6182034015655518,2.2036850452423096,-0.047956060618162155,0.23725442588329315,2.5096113681793213,3.093510866165161,4.836787223815918,6.217568397521973,8.726848602294922,classical
classical.00042.au,0.2617281675338745,0.13466544449329376,1327.3144253859778,1326.718842916638,2172.5701960985875,0.09385279605263158,-160.3159637451172,164.1304168701172,-48.886592864990234,1.5945273637771606,-7.59112548828125,-2.6257247924804688,-11.07649040222168,-7.024642467498779,-8.119808197021484,1.2334961891174316,-5.49574613571167,-4.220363616943359,-5.457255840301514,-1.7100659608840942,-3.0921742916107178,-1.292396068572998,-6.099581241607666,-0.9280154705047607,-4.045847415924072,-1.5577324628829956,classical
classical.00043.au,0.1909567266702652,0.1154075562953949,1063.1533055256577,1552.0890396262078,1610.948592147591,0.051040885618227554,-249.5338134765625,161.6055908203125,10.134590148925781,-3.0793087482452393,-0.6013950109481812,-2.076702833175659,-12.190370559692383,-8.603269577026367,-14.638801574707031,-12.051189422607422,-12.306466102600098,-7.1756815910339355,-7.889321804046631,-2.0821003913879395,-2.908613443374634,-0.859943687915802,-3.9728777408599854,-0.8835445642471313,-3.9874751567840576,-3.885225296020508,classical
classical.00044.au,0.2521132230758667,0.017931727692484856,1181.0215862992002,1411.5926414076798,2031.9960461312403,0.07170553768382353,-402.2155456542969,154.0391082763672,-15.21943187713623,15.3002290725708,-3.08847713470459,-3.190232515335083,-9.787202835083008,-17.318689346313477,-12.307777404785156,-7.9078826904296875,-7.088667869567871,-0.28482481837272644,1.5523141622543335,-1.4721152782440186,-1.741634726524353,1.8519865274429321,5.034285545349121,-0.7454245090484619,-0.13665884733200073,-2.858921766281128,classical
classical.00045.au,0.23627930879592896,0.1386280357837677,1175.77635010945,1502.5811648255053,1901.213503622049,0.0622955416747291,-170.87168884277344,157.05332946777344,-21.97223663330078,5.2482123374938965,-4.095150470733643,-3.6859564781188965,-8.8145170211792,-4.8559160232543945,-7.882416248321533,-5.411494255065918,-9.368365287780762,-6.620591640472412,-7.813976764678955,-1.4581607580184937,-3.59721302986145,-2.8627452850341797,-3.917557954788208,0.2020033895969391,-3.4351768493652344,-0.8327049016952515,classical
classical.00046.au,0.34679752588272095,0.11512524634599686,1878.6445743423567,1964.9120078139788,3633.9863591149865,0.11161308170472137,-85.24345397949219,118.42890167236328,-31.47463607788086,20.284122467041016,-4.421110153198242,6.922971725463867,-10.954463005065918,-1.6243680715560913,-7.370241165161133,-3.0151171684265137,-4.433376789093018,-1.4036738872528076,-4.247366428375244,-4.168933391571045,-3.9820215702056885,0.2753974199295044,-3.3933801651000977,1.6944518089294434,-3.6855268478393555,-3.4398627281188965,classical
classical.00047.au,0.2585722804069519,0.009497740305960178,1173.658308051868,1517.2853844969266,2082.5040740494387,0.06632537369388544,-436.8371276855469,154.14596557617188,-19.881851196289062,20.194217681884766,3.1592233180999756,0.4448079764842987,-6.5360283851623535,-4.605622291564941,-10.06033706665039,-6.152647495269775,-4.532687664031982,-2.7832748889923096,-5.2349629402160645,-7.386917591094971,-6.992791652679443,-3.2004892826080322,-0.35871660709381104,2.217817783355713,2.5686182975769043,4.471459865570068,classical
classical.00048.au,0.2965467572212219,0.16094383597373962,1515.5620851292708,1642.2011678894871,2770.9165779798764,0.087271581124226,-123.81388092041016,148.48593139648438,-21.538658142089844,17.440879821777344,-1.4277245998382568,4.178463935852051,-6.99298095703125,-5.081174850463867,-5.793178081512451,5.041861534118652,-6.24616003036499,-1.972754716873169,-0.9710610508918762,-2.4521570205688477,-4.320483207702637,-0.865962564945221,-4.7149529457092285,-2.229832410812378,-5.132430553436279,-3.2150638103485107,classical
classical.00049.au,0.311586856842041,0.12381207942962646,2224.870163945009,2274.309912015473,4467.431319387336,0.10944642813951239,-98.32328796386719,98.35693359375,-20.49176025390625,18.818138122558594,-2.0967204570770264,2.663569927215576,-7.309946060180664,-3.586928129196167,-7.986064910888672,-1.9163094758987427,-4.727487087249756,0.6270759105682373,-2.591273069381714,-1.4705252647399902,-3.1706502437591553,0.6576263308525085,-4.8163743019104,-2.2177610397338867,-3.8089799880981445,0.2337891161441803,classical
classical.00050.au,0.2861587405204773,0.007970526814460754,1170.0747483361945,1595.535984594608,2360.219061411571,0.049492898002128485,-449.5955810546875,151.50778198242188,-12.747925758361816,44.2706184387207,6.237074851989746,4.049765586853027,-1.4823328256607056,-1.6196430921554565,-2.4910783767700195,-4.290789604187012,-9.658143043518066,-1.3399944305419922,0.1514045149087906,3.7330198287963867,5.2860107421875,1.2054178714752197,-2.3038575649261475,-4.123120307922363,-1.81583571434021,1.234528660774231,classical
classical.00051.au,0.38139423727989197,0.08053867518901825,1527.629815786948,2079.6637015965525,3220.8471906443497,0.06010507872968266,-230.2445526123047,119.15129089355469,-1.0509989261627197,28.387916564941406,10.008710861206055,16.128835678100586,4.791749000549316,6.190906524658203,0.9473565816879272,5.912571430206299,-1.178274393081665,3.5739598274230957,-2.1003572940826416,-0.9053667783737183,-1.8504143953323364,-0.0018975933780893683,-2.7967000007629395,2.3362035751342773,-1.440900206565857,2.7399420738220215,classical
classical.00052.au,0.38794922828674316,0.055504653602838516,2411.938717521315,2436.3554414966125,4994.71146432977,0.12697013169988391,-186.39886474609375,86.65773010253906,-15.70733642578125,14.743797302246094,-2.216229200363159,6.269821643829346,-0.8892011642456055,0.6652990579605103,-6.086887836456299,-5.210792541503906,-7.8605852127075195,-1.7171624898910522,-4.707716941833496,-2.0587987899780273,1.4084770679473877,2.7604784965515137,3.301348924636841,3.1108615398406982,-4.410137176513672,-5.0380425453186035,classical
classical.00053.au,0.3045775890350342,0.1398843228816986,1465.4818859539346,1554.510617466854,2749.1917093471848,0.0879189694998065,-119.29034423828125,149.5882568359375,-43.334373474121094,24.6393985748291,-5.615126132965088,10.786389350891113,-2.899428367614746,0.7871974110603333,-6.547196865081787,4.3967790603637695,-1.2928004264831543,1.3654310703277588,-1.0811419486999512,-2.4352402687072754,-1.9375853538513184,1.298073649406433,-1.3811970949172974,1.0449742078781128,-5.60296630859375,-1.9862425327301025,classical
classical.00054.au,0.31946811079978943,0.17542141675949097,1712.446075886427,1607.5340769983832,2833.4578664679275,0.11627820844620743,-106.1917953491211,127.37361907958984,-45.29143524169922,31.27167510986328,4.3119378089904785,-5.068769931793213,-16.118932723999023,14.687397003173828,-7.904388904571533,-1.2197808027267456,2.9905052185058594,17.461090087890625,-4.07354736328125,1.7817732095718384,0.5986870527267456,4.610258102416992,-9.984090805053711,-3.3434884548187256,-3.099766731262207,1.9112874269485474,classical
classical.00055.au,0.18656374514102936,0.01305568777024746,1079.448981372194,1388.5558976974419,1764.672662599168,0.059341288941563465,-484.02801513671875,144.1766357421875,1.3993109464645386,8.103260040283203,4.931989669799805,-2.3225603103637695,-2.7474260330200195,-6.837030410766602,-10.14065933227539,-8.057536125183105,-7.1526641845703125,-10.565808296203613,-7.789401054382324,-2.9571757316589355,-0.2614281177520752,4.301273345947266,5.296612739562988,0.18579763174057007,-4.530117511749268,-1.8724102973937988,classical
